Relationship, Support, Confidence, Lift, Leverage, Conviction
"{92490}' -> '{24746, 88631}", 0.022363, 0.867925, 36.810737, 0.021755, 7.392909
"{88631}' -> '{24746, 92490}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{24746, 92490}' -> '{88631}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{24746, 88631}' -> '{92490}", 0.022363, 0.948454, 36.810737, 0.021755, 18.900145
"{92490, 88631}' -> '{24746}", 0.022363, 0.948454, 37.518636, 0.021767, 18.909577
"{64408}' -> '{39749, 7686}", 0.022363, 0.418182, 17.204000, 0.021063, 1.676972
"{39749}' -> '{64408, 7686}", 0.022363, 0.807018, 34.227528, 0.021709, 5.059641
"{7686}' -> '{64408, 39749}", 0.022363, 0.851852, 33.376367, 0.021693, 6.577722
"{64408, 39749}' -> '{7686}", 0.022363, 0.876190, 33.376367, 0.021693, 7.864889
"{64408, 7686}' -> '{39749}", 0.022363, 0.948454, 34.227528, 0.021709, 18.862421
"{39749, 7686}' -> '{64408}", 0.022363, 0.920000, 17.204000, 0.021063, 11.831551
"{64408}' -> '{74994, 39749}", 0.022363, 0.418182, 17.555102, 0.021089, 1.677807
"{74994}' -> '{64408, 39749}", 0.022363, 0.859813, 33.688296, 0.021699, 6.951272
"{39749}' -> '{64408, 74994}", 0.022363, 0.807018, 34.584064, 0.021716, 5.060901
"{64408, 74994}' -> '{39749}", 0.022363, 0.958333, 34.584064, 0.021716, 23.334953
"{64408, 39749}' -> '{74994}", 0.022363, 0.876190, 33.688296, 0.021699, 7.866852
"{74994, 39749}' -> '{64408}", 0.022363, 0.938776, 17.555102, 0.021089, 15.459893
"{74994}' -> '{39749, 7686}", 0.022120, 0.850467, 34.988224, 0.021487, 6.524945
"{39749}' -> '{74994, 7686}", 0.022120, 0.798246, 33.510025, 0.021460, 4.838452
"{7686}' -> '{74994, 39749}", 0.022120, 0.842593, 35.371693, 0.021494, 6.201607
"{74994, 39749}' -> '{7686}", 0.022120, 0.928571, 35.371693, 0.021494, 13.632474
"{74994, 7686}' -> '{39749}", 0.022120, 0.928571, 33.510025, 0.021460, 13.612056
"{39749, 7686}' -> '{74994}", 0.022120, 0.910000, 34.988224, 0.021487, 10.822125
"{61432}' -> '{64408, 39749}", 0.021877, 0.882353, 34.571429, 0.021244, 8.283058
"{39749}' -> '{61432, 64408}", 0.021877, 0.789474, 34.552072, 0.021243, 4.641468
"{64408}' -> '{61432, 39749}", 0.021877, 0.409091, 17.350515, 0.020616, 1.652406
"{61432, 39749}' -> '{64408}", 0.021877, 0.927835, 17.350515, 0.020616, 13.116119
"{61432, 64408}' -> '{39749}", 0.021877, 0.957447, 34.552072, 0.021243, 22.848808
"{64408, 39749}' -> '{61432}", 0.021877, 0.857143, 34.571429, 0.021244, 6.826446
"{64408}' -> '{74994, 7686}", 0.021633, 0.404545, 16.982653, 0.020360, 1.639384
"{74994}' -> '{64408, 7686}", 0.021633, 0.831776, 35.277580, 0.021020, 5.804286
"{7686}' -> '{64408, 74994}", 0.021633, 0.824074, 35.315008, 0.021021, 5.551570
"{64408, 74994}' -> '{7686}", 0.021633, 0.927083, 35.315008, 0.021021, 13.354261
"{64408, 7686}' -> '{74994}", 0.021633, 0.917526, 35.277580, 0.021020, 11.809644
"{74994, 7686}' -> '{64408}", 0.021633, 0.908163, 16.982653, 0.020360, 10.306595
"{61432}' -> '{39749, 7686}", 0.021390, 0.862745, 35.493333, 0.020788, 7.108619
"{39749}' -> '{61432, 7686}", 0.021390, 0.771930, 34.147519, 0.020764, 4.285498
"{7686}' -> '{61432, 39749}", 0.021390, 0.814815, 34.558228, 0.020771, 5.272679
"{61432, 39749}' -> '{7686}", 0.021390, 0.907216, 34.558228, 0.020771, 10.494841
"{61432, 7686}' -> '{39749}", 0.021390, 0.946237, 34.147519, 0.020764, 18.084589
"{39749, 7686}' -> '{61432}", 0.021390, 0.880000, 35.493333, 0.020788, 8.126722
"{82125}' -> '{98490, 24037}", 0.020904, 0.656489, 30.345999, 0.020215, 2.848134
"{98490}' -> '{24037, 82125}", 0.020904, 0.834951, 39.033981, 0.020369, 5.929223
"{24037}' -> '{98490, 82125}", 0.020904, 0.945055, 39.673021, 0.020377, 17.766456
"{98490, 82125}' -> '{24037}", 0.020904, 0.877551, 39.673021, 0.020377, 7.986023
"{24037, 82125}' -> '{98490}", 0.020904, 0.977273, 39.033981, 0.020369, 42.898394
"{98490, 24037}' -> '{82125}", 0.020904, 0.966292, 30.345999, 0.020215, 28.722005
"{64408}' -> '{25161, 39749}", 0.020661, 0.386364, 17.091398, 0.019452, 1.592791
"{25161}' -> '{64408, 39749}", 0.020661, 0.850000, 33.303810, 0.020041, 6.496516
"{39749}' -> '{64408, 25161}", 0.020661, 0.745614, 34.857456, 0.020068, 3.846948
"{64408, 25161}' -> '{39749}", 0.020661, 0.965909, 34.857456, 0.020068, 28.520498
"{64408, 39749}' -> '{25161}", 0.020661, 0.809524, 33.303810, 0.020041, 5.122387
"{25161, 39749}' -> '{64408}", 0.020661, 0.913978, 17.091398, 0.019452, 11.003342
"{61432}' -> '{64408, 7686}", 0.020661, 0.833333, 35.343643, 0.020077, 5.858532
"{64408}' -> '{61432, 7686}", 0.020661, 0.386364, 17.091398, 0.019452, 1.592791
"{7686}' -> '{61432, 64408}", 0.020661, 0.787037, 34.445429, 0.020061, 4.588362
"{61432, 64408}' -> '{7686}", 0.020661, 0.904255, 34.445429, 0.020061, 10.170259
"{61432, 7686}' -> '{64408}", 0.020661, 0.913978, 17.091398, 0.019452, 11.003342
"{64408, 7686}' -> '{61432}", 0.020661, 0.876289, 35.343643, 0.020077, 7.882920
"{61432}' -> '{74994, 39749}", 0.020661, 0.833333, 34.982993, 0.020071, 5.857073
"{74994}' -> '{61432, 39749}", 0.020661, 0.794393, 33.692071, 0.020048, 4.748961
"{39749}' -> '{61432, 74994}", 0.020661, 0.745614, 34.465799, 0.020062, 3.845993
"{61432, 74994}' -> '{39749}", 0.020661, 0.955056, 34.465799, 0.020062, 21.633446
"{61432, 39749}' -> '{74994}", 0.020661, 0.876289, 33.692071, 0.020048, 7.873096
"{74994, 39749}' -> '{61432}", 0.020661, 0.867347, 34.982993, 0.020071, 7.351557
"{25161}' -> '{39749, 7686}", 0.020418, 0.840000, 34.557600, 0.019827, 6.098080
"{39749}' -> '{25161, 7686}", 0.020418, 0.736842, 34.060319, 0.019819, 3.717793
"{7686}' -> '{25161, 39749}", 0.020418, 0.777778, 34.406213, 0.019825, 4.398274
"{25161, 39749}' -> '{7686}", 0.020418, 0.903226, 34.406213, 0.019825, 10.062064
"{25161, 7686}' -> '{39749}", 0.020418, 0.943820, 34.060319, 0.019819, 17.306757
"{39749, 7686}' -> '{25161}", 0.020418, 0.840000, 34.557600, 0.019827, 6.098080
"{61432}' -> '{74994, 7686}", 0.020418, 0.823529, 34.571429, 0.019827, 5.531680
"{74994}' -> '{61432, 7686}", 0.020418, 0.785047, 34.727766, 0.019830, 4.547008
"{7686}' -> '{61432, 74994}", 0.020418, 0.777778, 35.952559, 0.019850, 4.402649
"{61432, 74994}' -> '{7686}", 0.020418, 0.943820, 35.952559, 0.019850, 17.332717
"{61432, 7686}' -> '{74994}", 0.020418, 0.903226, 34.727766, 0.019830, 10.064576
"{74994, 7686}' -> '{61432}", 0.020418, 0.857143, 34.571429, 0.019827, 6.826446
"{61432}' -> '{64408, 74994}", 0.020175, 0.813725, 34.871528, 0.019596, 5.243149
"{74994}' -> '{61432, 64408}", 0.020175, 0.775701, 33.949294, 0.019581, 4.356466
"{64408}' -> '{61432, 74994}", 0.020175, 0.377273, 17.439326, 0.019018, 1.571100
"{61432, 74994}' -> '{64408}", 0.020175, 0.932584, 17.439326, 0.019018, 14.040107
"{61432, 64408}' -> '{74994}", 0.020175, 0.882979, 33.949294, 0.019581, 8.323198
"{64408, 74994}' -> '{61432}", 0.020175, 0.864583, 34.871528, 0.019596, 7.201526
"{44776}' -> '{14148, 54782}", 0.020175, 0.864583, 40.883860, 0.019682, 7.228451
"{14148}' -> '{44776, 54782}", 0.020175, 0.892473, 40.795938, 0.019680, 9.096548
"{54782}' -> '{44776, 14148}", 0.020175, 0.882979, 41.279255, 0.019686, 8.362664
"{44776, 14148}' -> '{54782}", 0.020175, 0.943182, 41.279255, 0.019686, 17.197861
"{44776, 54782}' -> '{14148}", 0.020175, 0.922222, 40.795938, 0.019680, 12.566498
"{14148, 54782}' -> '{44776}", 0.020175, 0.954023, 40.883860, 0.019682, 21.242464
"{51657}' -> '{12305, 92490, 95398}", 0.024064, 0.925234, 37.687240, 0.023426, 13.046639
"{92490}' -> '{51657, 12305, 95398}", 0.024064, 0.933962, 37.669811, 0.023425, 14.767414
"{95398}' -> '{51657, 92490, 12305}", 0.024064, 0.908257, 36.995731, 0.023414, 10.632401
"{12305}' -> '{51657, 92490, 95398}", 0.024064, 0.642857, 26.185290, 0.023145, 2.731259
"{51657, 92490}' -> '{12305, 95398}", 0.024064, 0.961165, 37.304085, 0.023419, 25.086533
"{51657, 95398}' -> '{12305, 92490}", 0.024064, 0.942857, 37.297253, 0.023419, 17.057608
"{51657, 12305}' -> '{92490, 95398}", 0.024064, 0.951923, 38.021471, 0.023431, 20.279241
"{92490, 95398}' -> '{51657, 12305}", 0.024064, 0.961165, 38.021471, 0.023431, 25.099051
"{12305, 92490}' -> '{51657, 95398}", 0.024064, 0.951923, 37.297253, 0.023419, 20.269129
"{12305, 95398}' -> '{51657, 92490}", 0.024064, 0.933962, 37.304085, 0.023419, 14.763733
"{51657, 92490, 95398}' -> '{12305}", 0.024064, 0.980198, 26.185290, 0.023145, 48.609623
"{51657, 92490, 12305}' -> '{95398}", 0.024064, 0.980198, 36.995731, 0.023414, 49.162005
"{51657, 12305, 95398}' -> '{92490}", 0.024064, 0.970588, 37.669811, 0.023425, 33.123966
"{12305, 92490, 95398}' -> '{51657}", 0.024064, 0.980198, 37.687240, 0.023426, 49.186556
"{12305}' -> '{51657, 24746, 95398}", 0.023335, 0.623377, 25.904762, 0.022434, 2.591278
"{24746}' -> '{12305, 51657, 95398}", 0.023335, 0.923077, 37.230769, 0.022708, 12.677686
"{51657}' -> '{12305, 24746, 95398}", 0.023335, 0.897196, 37.283489, 0.022709, 9.493194
"{95398}' -> '{12305, 24746, 51657}", 0.023335, 0.880734, 36.972852, 0.022704, 8.184885
"{12305, 24746}' -> '{51657, 95398}", 0.023335, 0.950495, 37.241301, 0.022708, 19.684443
"{12305, 51657}' -> '{24746, 95398}", 0.023335, 0.923077, 37.230769, 0.022708, 12.677686
"{12305, 95398}' -> '{51657, 24746}", 0.023335, 0.905660, 36.889968, 0.022702, 10.339767
"{51657, 24746}' -> '{12305, 95398}", 0.023335, 0.950495, 36.889968, 0.022702, 19.679533
"{24746, 95398}' -> '{12305, 51657}", 0.023335, 0.941176, 37.230769, 0.022708, 16.570248
"{51657, 95398}' -> '{12305, 24746}", 0.023335, 0.914286, 37.241301, 0.022708, 11.380246
"{12305, 24746, 51657}' -> '{95398}", 0.023335, 0.979592, 36.972852, 0.022704, 47.701748
"{12305, 24746, 95398}' -> '{51657}", 0.023335, 0.969697, 37.283489, 0.022709, 32.141710
"{12305, 51657, 95398}' -> '{24746}", 0.023335, 0.941176, 37.230769, 0.022708, 16.570248
"{51657, 24746, 95398}' -> '{12305}", 0.023335, 0.969697, 25.904762, 0.022434, 31.764705
"{51657}' -> '{12305, 95398, 7190}", 0.023335, 0.897196, 37.283489, 0.022709, 9.493194
"{12305}' -> '{51657, 95398, 7190}", 0.023335, 0.623377, 25.904762, 0.022434, 2.591278
"{95398}' -> '{51657, 12305, 7190}", 0.023335, 0.880734, 36.972852, 0.022704, 8.184885
"{7190}' -> '{51657, 95398, 12305}", 0.023335, 0.914286, 36.876190, 0.022702, 11.377410
"{51657, 12305}' -> '{95398, 7190}", 0.023335, 0.923077, 37.230769, 0.022708, 12.677686
"{51657, 95398}' -> '{12305, 7190}", 0.023335, 0.914286, 36.876190, 0.022702, 11.377410
"{51657, 7190}' -> '{12305, 95398}", 0.023335, 0.950495, 36.889968, 0.022702, 19.679533
"{12305, 95398}' -> '{51657, 7190}", 0.023335, 0.905660, 36.889968, 0.022702, 10.339767
"{12305, 7190}' -> '{51657, 95398}", 0.023335, 0.941176, 36.876190, 0.022702, 16.566115
"{95398, 7190}' -> '{51657, 12305}", 0.023335, 0.941176, 37.230769, 0.022708, 16.570248
"{51657, 95398, 12305}' -> '{7190}", 0.023335, 0.941176, 36.876190, 0.022702, 16.566115
"{51657, 12305, 7190}' -> '{95398}", 0.023335, 0.979592, 36.972852, 0.022704, 47.701748
"{51657, 95398, 7190}' -> '{12305}", 0.023335, 0.969697, 25.904762, 0.022434, 31.764705
"{12305, 95398, 7190}' -> '{51657}", 0.023335, 0.969697, 37.283489, 0.022709, 32.141710
"{51657}' -> '{24746, 92490, 95398}", 0.023092, 0.887850, 37.655844, 0.022479, 8.706429
"{24746}' -> '{51657, 92490, 95398}", 0.023092, 0.913462, 37.207730, 0.022471, 11.271863
"{92490}' -> '{51657, 24746, 95398}", 0.023092, 0.896226, 37.243187, 0.022472, 9.404472
"{95398}' -> '{51657, 24746, 92490}", 0.023092, 0.871560, 36.964911, 0.022467, 7.602142
"{51657, 24746}' -> '{92490, 95398}", 0.023092, 0.940594, 37.568970, 0.022477, 16.411886
"{51657, 92490}' -> '{24746, 95398}", 0.023092, 0.922330, 37.200647, 0.022471, 12.555785
"{51657, 95398}' -> '{24746, 92490}", 0.023092, 0.904762, 37.597884, 0.022478, 10.247326
"{24746, 92490}' -> '{51657, 95398}", 0.023092, 0.959596, 37.597884, 0.022478, 24.118315
"{24746, 95398}' -> '{51657, 92490}", 0.023092, 0.931373, 37.200647, 0.022471, 14.206611
"{92490, 95398}' -> '{51657, 24746}", 0.023092, 0.922330, 37.568970, 0.022477, 12.558915
"{51657, 24746, 92490}' -> '{95398}", 0.023092, 0.979381, 36.964911, 0.022467, 47.214995
"{51657, 24746, 95398}' -> '{92490}", 0.023092, 0.959596, 37.243187, 0.022472, 24.112299
"{51657, 92490, 95398}' -> '{24746}", 0.023092, 0.940594, 37.207730, 0.022471, 16.407794
"{24746, 92490, 95398}' -> '{51657}", 0.023092, 0.979381, 37.655844, 0.022479, 47.238573
"{12305}' -> '{24746, 92490, 95398}", 0.023092, 0.616883, 26.163476, 0.022209, 2.548627
"{24746}' -> '{12305, 92490, 95398}", 0.023092, 0.913462, 37.207730, 0.022471, 11.271863
"{92490}' -> '{12305, 24746, 95398}", 0.023092, 0.896226, 37.243187, 0.022472, 9.404472
"{95398}' -> '{12305, 24746, 92490}", 0.023092, 0.871560, 36.964911, 0.022467, 7.602142
"{12305, 24746}' -> '{92490, 95398}", 0.023092, 0.940594, 37.568970, 0.022477, 16.411886
"{12305, 92490}' -> '{24746, 95398}", 0.023092, 0.913462, 36.842949, 0.022465, 11.269054
"{12305, 95398}' -> '{24746, 92490}", 0.023092, 0.896226, 37.243187, 0.022472, 9.404472
"{24746, 92490}' -> '{12305, 95398}", 0.023092, 0.959596, 37.243187, 0.022472, 24.112299
"{24746, 95398}' -> '{12305, 92490}", 0.023092, 0.931373, 36.842949, 0.022465, 14.203069
"{92490, 95398}' -> '{12305, 24746}", 0.023092, 0.922330, 37.568970, 0.022477, 12.558915
"{12305, 24746, 92490}' -> '{95398}", 0.023092, 0.979381, 36.964911, 0.022467, 47.214995
"{12305, 24746, 95398}' -> '{92490}", 0.023092, 0.959596, 37.243187, 0.022472, 24.112299
"{12305, 92490, 95398}' -> '{24746}", 0.023092, 0.940594, 37.207730, 0.022471, 16.407794
"{24746, 92490, 95398}' -> '{12305}", 0.023092, 0.979381, 26.163476, 0.022209, 46.684490
"{12305}' -> '{51657, 24746, 92490}", 0.023092, 0.616883, 26.163476, 0.022209, 2.548627
"{24746}' -> '{12305, 92490, 51657}", 0.023092, 0.913462, 37.207730, 0.022471, 11.271863
"{51657}' -> '{12305, 24746, 92490}", 0.023092, 0.887850, 37.655844, 0.022479, 8.706429
"{92490}' -> '{12305, 24746, 51657}", 0.023092, 0.896226, 37.623219, 0.022478, 9.406815
"{12305, 24746}' -> '{51657, 92490}", 0.023092, 0.940594, 37.568970, 0.022477, 16.411886
"{12305, 51657}' -> '{24746, 92490}", 0.023092, 0.913462, 37.959402, 0.022484, 11.277481
"{12305, 92490}' -> '{51657, 24746}", 0.023092, 0.913462, 37.207730, 0.022471, 11.271863
"{51657, 24746}' -> '{12305, 92490}", 0.023092, 0.940594, 37.207730, 0.022471, 16.407794
"{24746, 92490}' -> '{12305, 51657}", 0.023092, 0.959596, 37.959402, 0.022484, 24.124331
"{51657, 92490}' -> '{12305, 24746}", 0.023092, 0.922330, 37.568970, 0.022477, 12.558915
"{12305, 24746, 51657}' -> '{92490}", 0.023092, 0.969388, 37.623219, 0.022478, 31.824987
"{12305, 24746, 92490}' -> '{51657}", 0.023092, 0.979381, 37.655844, 0.022479, 47.238573
"{12305, 92490, 51657}' -> '{24746}", 0.023092, 0.940594, 37.207730, 0.022471, 16.407794
"{51657, 24746, 92490}' -> '{12305}", 0.023092, 0.979381, 26.163476, 0.022209, 46.684490
"{12305}' -> '{92490, 95398, 7190}", 0.023092, 0.616883, 26.163476, 0.022209, 2.548627
"{92490}' -> '{12305, 95398, 7190}", 0.023092, 0.896226, 37.243187, 0.022472, 9.404472
"{95398}' -> '{12305, 92490, 7190}", 0.023092, 0.871560, 36.587718, 0.022461, 7.600250
"{7190}' -> '{12305, 92490, 95398}", 0.023092, 0.904762, 36.853371, 0.022465, 10.242222
"{12305, 92490}' -> '{95398, 7190}", 0.023092, 0.913462, 36.842949, 0.022465, 11.269054
"{12305, 95398}' -> '{92490, 7190}", 0.023092, 0.896226, 36.870755, 0.022466, 9.402130
"{12305, 7190}' -> '{92490, 95398}", 0.023092, 0.931373, 37.200647, 0.022471, 14.206611
"{92490, 95398}' -> '{12305, 7190}", 0.023092, 0.922330, 37.200647, 0.022471, 12.555785
"{92490, 7190}' -> '{12305, 95398}", 0.023092, 0.950000, 36.870755, 0.022466, 19.484686
"{95398, 7190}' -> '{12305, 92490}", 0.023092, 0.931373, 36.842949, 0.022465, 14.203069
"{12305, 92490, 95398}' -> '{7190}", 0.023092, 0.940594, 36.853371, 0.022465, 16.403703
"{12305, 92490, 7190}' -> '{95398}", 0.023092, 0.969388, 36.587718, 0.022461, 31.801166
"{12305, 95398, 7190}' -> '{92490}", 0.023092, 0.959596, 37.243187, 0.022472, 24.112299
"{92490, 95398, 7190}' -> '{12305}", 0.023092, 0.979381, 26.163476, 0.022209, 46.684490
"{51657}' -> '{92490, 95398, 7190}", 0.023092, 0.887850, 37.655844, 0.022479, 8.706429
"{92490}' -> '{51657, 95398, 7190}", 0.023092, 0.896226, 37.243187, 0.022472, 9.404472
"{95398}' -> '{51657, 92490, 7190}", 0.023092, 0.871560, 36.964911, 0.022467, 7.602142
"{7190}' -> '{51657, 92490, 95398}", 0.023092, 0.904762, 36.853371, 0.022465, 10.242222
"{51657, 92490}' -> '{95398, 7190}", 0.023092, 0.922330, 37.200647, 0.022471, 12.555785
"{51657, 95398}' -> '{92490, 7190}", 0.023092, 0.904762, 37.221905, 0.022471, 10.244774
"{51657, 7190}' -> '{92490, 95398}", 0.023092, 0.940594, 37.568970, 0.022477, 16.411886
"{92490, 95398}' -> '{51657, 7190}", 0.023092, 0.922330, 37.568970, 0.022477, 12.558915
"{92490, 7190}' -> '{51657, 95398}", 0.023092, 0.950000, 37.221905, 0.022471, 19.489547
"{95398, 7190}' -> '{51657, 92490}", 0.023092, 0.931373, 37.200647, 0.022471, 14.206611
"{51657, 92490, 95398}' -> '{7190}", 0.023092, 0.940594, 36.853371, 0.022465, 16.403703
"{51657, 92490, 7190}' -> '{95398}", 0.023092, 0.979381, 36.964911, 0.022467, 47.214995
"{51657, 95398, 7190}' -> '{92490}", 0.023092, 0.959596, 37.243187, 0.022472, 24.112299
"{92490, 95398, 7190}' -> '{51657}", 0.023092, 0.979381, 37.655844, 0.022479, 47.238573
"{51657}' -> '{12305, 92490, 7190}", 0.023092, 0.887850, 37.271600, 0.022472, 8.704262
"{92490}' -> '{51657, 12305, 7190}", 0.023092, 0.896226, 37.623219, 0.022478, 9.406815
"{12305}' -> '{51657, 92490, 7190}", 0.023092, 0.616883, 26.163476, 0.022209, 2.548627
"{7190}' -> '{51657, 92490, 12305}", 0.023092, 0.904762, 36.853371, 0.022465, 10.242222
"{51657, 92490}' -> '{12305, 7190}", 0.023092, 0.922330, 37.200647, 0.022471, 12.555785
"{51657, 12305}' -> '{92490, 7190}", 0.023092, 0.913462, 37.579808, 0.022477, 11.274672
"{51657, 7190}' -> '{12305, 92490}", 0.023092, 0.940594, 37.207730, 0.022471, 16.407794
"{12305, 92490}' -> '{51657, 7190}", 0.023092, 0.913462, 37.207730, 0.022471, 11.271863
"{92490, 7190}' -> '{51657, 12305}", 0.023092, 0.950000, 37.579808, 0.022477, 19.494409
"{12305, 7190}' -> '{51657, 92490}", 0.023092, 0.931373, 37.200647, 0.022471, 14.206611
"{51657, 92490, 12305}' -> '{7190}", 0.023092, 0.940594, 36.853371, 0.022465, 16.403703
"{51657, 92490, 7190}' -> '{12305}", 0.023092, 0.979381, 26.163476, 0.022209, 46.684490
"{51657, 12305, 7190}' -> '{92490}", 0.023092, 0.969388, 37.623219, 0.022478, 31.824987
"{12305, 92490, 7190}' -> '{51657}", 0.023092, 0.969388, 37.271600, 0.022472, 31.817046
"{51657}' -> '{12305, 95398, 88631}", 0.022606, 0.869159, 37.247079, 0.021999, 7.464511
"{95398}' -> '{51657, 12305, 88631}", 0.022606, 0.853211, 36.948527, 0.021994, 6.655187
"{12305}' -> '{51657, 95398, 88631}", 0.022606, 0.603896, 25.879464, 0.021732, 2.465679
"{88631}' -> '{51657, 12305, 95398}", 0.022606, 0.911765, 36.774510, 0.021991, 11.052341
"{51657, 95398}' -> '{12305, 88631}", 0.022606, 0.885714, 36.806349, 0.021992, 8.539438
"{51657, 12305}' -> '{95398, 88631}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{51657, 88631}' -> '{12305, 95398}", 0.022606, 0.948980, 36.831151, 0.021992, 19.094992
"{12305, 95398}' -> '{51657, 88631}", 0.022606, 0.877358, 36.831151, 0.021992, 7.959613
"{95398, 88631}' -> '{51657, 12305}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{12305, 88631}' -> '{51657, 95398}", 0.022606, 0.939394, 36.806349, 0.021992, 16.078877
"{51657, 12305, 95398}' -> '{88631}", 0.022606, 0.911765, 36.774510, 0.021991, 11.052341
"{51657, 95398, 88631}' -> '{12305}", 0.022606, 0.968750, 25.879464, 0.021732, 30.802138
"{51657, 12305, 88631}' -> '{95398}", 0.022606, 0.978947, 36.948527, 0.021994, 46.241490
"{12305, 95398, 88631}' -> '{51657}", 0.022606, 0.968750, 37.247079, 0.021999, 31.167719
"{12305}' -> '{24746, 95398, 7190}", 0.022606, 0.603896, 25.879464, 0.021732, 2.465679
"{24746}' -> '{12305, 95398, 7190}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{95398}' -> '{12305, 24746, 7190}", 0.022606, 0.853211, 36.948527, 0.021994, 6.655187
"{7190}' -> '{12305, 24746, 95398}", 0.022606, 0.885714, 36.806349, 0.021992, 8.539438
"{12305, 24746}' -> '{95398, 7190}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{12305, 95398}' -> '{24746, 7190}", 0.022606, 0.877358, 36.831151, 0.021992, 7.959613
"{12305, 7190}' -> '{24746, 95398}", 0.022606, 0.911765, 36.774510, 0.021991, 11.052341
"{24746, 95398}' -> '{12305, 7190}", 0.022606, 0.911765, 36.774510, 0.021991, 11.052341
"{24746, 7190}' -> '{12305, 95398}", 0.022606, 0.948980, 36.831151, 0.021992, 19.094992
"{95398, 7190}' -> '{12305, 24746}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{12305, 24746, 95398}' -> '{7190}", 0.022606, 0.939394, 36.806349, 0.021992, 16.078877
"{12305, 24746, 7190}' -> '{95398}", 0.022606, 0.978947, 36.948527, 0.021994, 46.241490
"{12305, 95398, 7190}' -> '{24746}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{24746, 95398, 7190}' -> '{12305}", 0.022606, 0.968750, 25.879464, 0.021732, 30.802138
"{51657}' -> '{24746, 95398, 7190}", 0.022606, 0.869159, 37.247079, 0.021999, 7.464511
"{24746}' -> '{51657, 95398, 7190}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{95398}' -> '{51657, 24746, 7190}", 0.022606, 0.853211, 36.948527, 0.021994, 6.655187
